"SID","day","real_order","beepvar","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried"
"10232",10,39,3,1,2,1,3,2,5,3,5,1
"10292",8,31,3,2,3,1,2,2,2,3,4,3
"10251",9,35,3,1,3,2,3,1,2,3,5,2
"10286",6,23,3,1,5,1,3,1,2,4,5,2
"10289",2,7,3,2,2,2,3,2,3,4,4,3
"10272",10,39,3,3,4,4,2,2,3,3,3,3
"10299",1,3,3,2,2,2,3,2,1,1,4,2
"10270",6,23,3,1,4,5,5,2,2,4,4,2
"10319",3,11,3,2,2,1,3,2,4,4,5,3
"10312",6,23,3,2,2,2,1,2,5,5,5,3
"10288",1,3,3,1,2,2,5,1,5,4,4,1
"10245",12,47,3,2,5,1,5,1,2,3,3,2
"10274",3,11,3,1,2,1,3,1,4,4,5,4
"10236",13,51,3,NA,4,4,5,1,1,NA,3,1
"10316",2,7,3,1,1,2,4,1,4,3,5,1
"10311",6,23,3,NA,4,3,2,4,1,NA,3,4
"10280",6,23,3,NA,4,1,3,2,1,NA,3,3
"10266",8,31,3,NA,2,3,4,1,2,NA,4,1
"10242",7,27,3,1,4,5,2,1,1,4,1,1
"10314",3,11,3,1,2,3,4,1,5,4,5,1
"10273",9,35,2,2,3,3,3,2,3,4,3,2
"10286",5,19,2,1,3,3,4,1,2,4,2,2
"10289",1,3,2,2,2,2,3,1,3,3,3,3
"10313",5,19,2,1,4,1,2,2,3,5,3,3
"10232",9,35,2,NA,3,3,5,1,3,NA,3,2
"10322",1,3,2,1,5,1,5,1,3,3,3,1
"10241",14,55,2,1,3,5,4,3,3,2,3,3
"10276",2,7,2,1,2,2,3,1,4,4,5,2
"10267",1,3,2,1,5,1,3,1,1,3,5,4
"10236",12,47,2,1,1,3,4,1,5,5,5,2
"10312",5,19,2,NA,5,1,3,1,1,NA,5,1
"10272",9,35,2,2,3,3,2,4,3,3,3,3
"10270",5,19,2,3,4,4,4,1,3,5,5,1
"10274",2,7,2,1,5,1,3,1,1,3,5,2
"10240",12,47,2,NA,5,1,1,5,1,NA,5,5
"10310",5,19,2,2,2,2,4,2,4,2,3,2
"10311",5,19,2,1,3,2,3,1,3,3,4,1
"10245",11,43,2,NA,5,5,3,3,2,NA,1,4
"10310",4,15,1,2,4,1,3,1,3,2,3,3
"10301",4,15,1,1,1,1,5,1,4,4,5,1
"10280",4,15,1,1,2,2,3,2,4,5,5,2
"10247",8,31,1,1,1,1,4,1,5,4,4,2
"10251",7,27,1,1,3,1,4,1,4,4,5,1
"10268",4,15,1,2,3,3,2,1,4,2,4,3
"10286",4,15,1,1,3,2,5,1,5,5,3,1
"10258",6,23,1,NA,5,3,3,1,1,NA,3,3
"10244",8,31,1,2,5,3,3,2,2,3,3,3
"10234",15,59,1,NA,5,5,4,2,1,NA,3,2
"10238",11,43,1,NA,5,2,3,2,1,NA,3,3
"10240",11,43,1,NA,5,3,1,5,1,NA,5,5
"10311",4,15,1,NA,3,3,4,1,2,NA,3,1
"10245",10,39,1,2,5,3,3,3,2,3,3,3
"10313",4,15,1,1,3,4,3,3,2,4,3,4
"10270",4,15,1,3,2,3,5,1,3,5,5,1
"10312",4,15,1,NA,5,1,3,2,1,NA,5,1
"10236",11,43,1,3,4,3,3,3,2,5,3,3
"10272",8,31,1,2,4,5,3,2,1,3,3,3
"10241",13,51,1,1,4,3,3,3,2,2,3,3
"10273",7,27,7,3,3,3,3,2,4,3,2,2
"10249",7,27,7,2,2,1,4,1,2,2,5,4
"10270",3,11,7,1,4,1,3,1,3,4,4,1
"10238",10,39,7,1,4,5,3,2,2,3,1,4
"10269",6,23,7,NA,2,NA,3,2,2,NA,4,2
"10280",3,11,7,1,2,1,2,4,3,4,4,4
"10234",14,55,7,1,5,3,2,2,2,1,3,3
"10239",10,39,7,NA,5,1,3,1,1,NA,4,3
"10313",3,11,7,4,2,3,1,3,2,2,4,5
"10310",3,11,7,2,2,3,2,3,3,1,3,4
"10291",4,15,7,NA,4,4,5,1,1,NA,1,1
"10251",6,23,7,NA,5,5,5,1,1,NA,3,1
"10240",10,39,7,3,2,4,1,5,1,4,3,5
"10292",5,19,7,3,3,3,2,4,3,3,3,3
"10301",3,11,7,NA,5,5,3,1,1,NA,1,2
"10241",12,47,7,1,3,4,4,3,2,3,4,1
"10272",7,27,7,2,3,4,3,2,3,4,4,3
"10236",10,39,7,1,1,1,4,1,3,4,5,1
"10245",9,35,7,3,1,3,3,1,3,3,3,1
"10286",3,11,7,1,5,1,5,1,1,4,5,2
"10312",3,11,7,1,5,2,3,2,1,4,5,1
"10255",2,7,7,1,5,3,3,2,1,3,3,5
"10242",4,15,7,NA,5,3,3,1,3,NA,3,3
"10311",3,11,7,1,1,3,5,1,4,2,3,2
"10238",9,35,6,1,4,3,3,2,1,1,3,3
"10237",10,39,6,1,2,3,3,1,2,4,4,3
"10311",2,7,6,1,1,3,5,1,4,3,3,1
"10269",5,19,6,2,2,2,4,2,4,4,4,2
"10241",11,43,6,1,4,4,3,3,2,2,3,2
"10310",2,7,6,1,1,1,5,2,5,2,3,3
"10240",9,35,6,1,3,5,5,2,1,4,1,4
"10245",8,31,6,2,3,5,4,2,3,3,3,2
"10249",6,23,6,1,3,1,5,1,5,3,3,2
"10313",2,7,6,1,1,1,3,1,5,5,5,3
"10258",4,15,6,1,1,4,5,1,5,5,5,2
"10272",6,23,6,NA,4,2,1,3,1,NA,2,5
"10242",3,11,6,2,2,2,2,1,4,3,3,3
"10301",2,7,6,1,2,1,4,1,5,5,4,1
"10286",2,7,6,2,3,5,4,1,2,3,3,1
"10270",2,7,6,2,2,2,5,1,5,4,4,1
"10268",2,7,6,1,5,1,4,1,2,2,5,1
"10232",6,23,6,1,1,1,4,1,5,5,5,2
"10291",3,11,6,NA,4,4,5,1,1,NA,1,1
"10236",9,35,6,1,3,1,4,1,4,5,5,1
"10280",1,3,5,1,3,2,2,3,2,2,3,2
"10301",1,3,5,1,3,1,3,1,5,4,5,2
"10268",1,3,5,1,1,5,5,1,5,5,2,1
"10259",4,15,5,1,1,4,4,1,4,4,3,2
"10251",4,15,5,1,2,1,4,1,4,3,4,1
"10237",9,35,5,NA,2,3,3,3,3,NA,4,3
"10242",2,7,5,NA,5,5,5,3,1,NA,2,2
"10234",12,47,5,3,5,5,5,2,2,2,1,3
"10249",5,19,5,NA,4,3,2,3,3,NA,5,1
"10241",10,39,5,1,2,5,2,5,1,3,3,2
"10245",7,27,5,1,3,3,3,2,3,3,3,1
"10272",5,19,5,NA,4,5,2,3,2,NA,2,2
"10243",9,35,5,2,4,3,3,2,2,3,3,3
"10266",3,11,5,1,2,3,5,1,5,3,3,1
"10248",8,31,5,1,4,3,4,1,2,2,3,3
"10247",4,15,4,NA,5,2,5,1,1,NA,4,3
"10251",3,11,4,1,3,1,4,1,2,3,5,1
"10241",9,35,4,1,5,3,2,4,2,1,2,3
"10245",6,23,4,1,3,1,3,1,3,3,3,2
"10226",5,19,3,2,4,2,3,2,3,3,2,3
"10237",7,27,3,3,3,3,2,4,1,2,4,3
"10292",1,3,3,1,3,3,2,2,3,5,5,4
"10269",2,7,3,2,1,1,3,1,5,4,4,2
"10240",6,23,3,1,1,1,1,3,3,3,4,5
"10227",15,59,3,NA,2,4,3,2,3,NA,3,3
"10272",3,11,3,2,4,3,2,3,2,4,3,5
"10241",8,31,3,1,4,2,1,4,2,2,3,3
"10234",10,39,3,2,2,1,2,3,1,3,4,3
"10273",3,11,3,2,3,2,4,2,3,4,3,2
"10238",6,23,3,1,5,3,2,3,1,2,3,4
"10251",2,7,3,4,2,1,3,1,3,1,3,2
"10258",1,3,3,1,5,1,4,1,3,NA,5,2
"10248",6,23,3,2,4,5,5,1,2,2,2,2
"10236",6,23,3,1,5,4,5,1,2,1,3,1
"10247",3,11,3,1,3,2,2,2,4,5,4,4
"10245",5,19,3,3,1,1,1,3,1,3,3,5
"10239",6,23,3,1,1,1,3,1,4,4,4,3
"10232",3,11,3,2,4,4,4,5,1,2,2,3
"10251",1,3,2,1,4,1,3,1,3,3,5,1
"10241",7,27,2,1,3,5,2,3,1,3,3,4
"10272",2,7,2,1,2,4,4,2,4,3,4,2
"10237",6,23,2,NA,3,3,3,1,1,NA,3,2
"10244",2,7,2,1,1,3,3,1,4,4,2,2
"10259",1,3,2,1,5,2,2,3,1,4,3,2
"10232",2,7,2,1,3,2,2,1,2,4,5,2
"10269",1,3,2,2,2,1,2,2,4,4,4,4
"10248",5,19,2,1,3,3,2,1,2,2,3,3
"10239",5,19,2,1,1,1,2,1,5,5,4,3
"10243",6,23,2,2,3,2,2,1,3,3,3,3
"10236",5,19,2,1,5,1,3,1,2,3,5,1
"10227",14,55,2,NA,3,3,2,3,2,NA,2,3
"10231",7,27,2,2,5,3,4,1,2,4,4,3
"10273",2,7,2,1,4,3,4,3,2,3,3,2
"10240",5,19,2,1,3,4,1,5,1,4,3,5
"10245",4,15,2,1,1,5,5,1,5,3,3,1
"10238",4,15,1,2,4,3,3,3,1,2,2,3
"10232",1,3,1,1,4,2,3,2,1,2,4,2
"10241",6,23,1,1,3,2,3,2,2,2,5,3
"10237",5,19,1,NA,4,2,5,4,3,NA,5,1
"10226",3,11,1,2,2,2,2,2,2,2,4,2
"10245",3,11,1,1,5,1,2,1,3,3,3,1
"10248",4,15,1,1,4,2,3,1,1,2,3,3
"10227",13,51,1,NA,3,2,3,3,4,NA,3,3
"10243",5,19,1,NA,4,1,3,1,2,NA,4,2
"10234",8,31,1,3,2,5,4,2,3,3,3,2
"10231",6,23,1,1,4,2,3,1,2,3,3,4
"10236",4,15,1,1,3,2,4,1,1,2,5,3
"10226",2,7,7,2,3,2,4,4,3,4,4,2
"10237",4,15,7,1,1,1,5,1,5,4,4,1
"10243",4,15,7,2,3,2,3,1,3,3,3,2
"10234",7,27,7,NA,5,3,2,3,1,NA,1,2
"10238",3,11,7,1,4,5,3,4,1,3,2,3
"10239",3,11,7,1,5,4,4,2,2,3,3,4
"10245",2,7,7,NA,5,2,2,1,1,NA,4,1
"10227",12,47,7,NA,3,3,3,3,2,NA,2,3
"10240",3,11,7,1,3,3,2,4,2,3,4,5
"10241",5,19,7,1,4,4,4,3,2,3,2,2
"10248",3,11,7,3,3,3,4,2,2,2,2,3
"10236",3,11,7,2,3,2,4,1,2,3,3,2
"10241",4,15,6,1,5,2,3,3,2,2,3,1
"10236",2,7,6,2,2,2,4,1,4,4,4,2
"10239",2,7,6,NA,5,2,4,3,1,NA,4,4
"10234",6,23,6,1,5,3,2,4,1,3,3,5
"10248",2,7,6,2,5,1,3,1,2,2,3,2
"10245",1,3,6,1,1,1,5,1,5,4,4,1
"10227",11,43,6,NA,3,3,3,3,3,NA,3,3
"10238",2,7,6,NA,2,5,4,2,1,NA,2,2
"10237",3,11,6,1,5,2,5,1,1,4,3,1
"10234",5,19,5,1,4,5,5,1,3,4,1,1
"10241",3,11,5,1,3,3,4,3,3,3,3,2
"10239",1,3,5,3,4,4,1,4,1,2,2,5
"10240",1,3,5,1,4,1,2,3,4,3,4,4
"10237",2,7,5,1,2,3,3,1,2,3,4,1
"10238",1,3,5,1,4,2,2,3,2,2,3,4
"10243",1,3,4,1,4,2,2,1,3,2,3,1
"10234",4,15,4,3,5,5,3,1,1,3,2,3
"10231",2,7,4,1,1,2,5,1,5,3,3,1
"10237",1,3,4,NA,5,5,5,1,1,NA,5,1
"10228",8,31,4,1,3,3,2,4,3,3,3,4
"10227",9,35,4,NA,3,3,2,3,3,NA,3,3
"10229",4,15,4,NA,5,2,3,2,1,NA,3,2
"10241",2,7,4,1,4,2,3,4,3,2,4,3
"10228",7,27,3,1,2,4,4,1,4,4,2,3
"10234",3,11,3,3,2,1,2,1,1,2,1,3
"10227",8,31,3,3,3,2,3,3,3,3,2,3
"10229",3,11,3,1,4,2,4,2,3,2,3,1
"10228",5,19,1,1,1,3,3,1,3,3,3,2
"10227",6,23,1,NA,3,3,3,3,2,NA,3,3
"10228",4,15,7,1,2,3,4,2,4,3,3,3
"10227",3,11,5,NA,3,3,3,3,3,NA,3,3
"10228",2,7,5,1,2,2,4,2,3,3,4,2
"10228",1,3,4,1,2,2,4,1,4,4,4,1
"10227",2,7,4,2,3,4,4,2,2,3,4,3
"10223",12,47,1,NA,5,5,4,1,1,NA,3,1
"10223",10,39,6,1,1,1,3,1,5,5,4,3
"10222",15,59,1,1,3,3,2,2,2,3,4,3
"10222",14,55,7,NA,5,3,4,1,1,NA,4,1
"10223",4,15,7,2,3,3,3,1,2,3,4,2
"10222",13,51,6,1,4,3,5,1,4,3,3,1
"10222",11,43,4,1,2,1,4,1,4,3,4,1
"10222",10,39,3,1,2,2,4,1,5,2,3,1
"10222",9,35,2,1,3,1,5,1,4,2,4,1
"10222",8,31,1,1,3,3,4,1,3,2,3,2
"10222",7,27,7,NA,5,3,4,1,1,NA,3,3
"10222",6,23,6,1,4,5,2,1,1,3,2,2
"10217",15,59,4,NA,3,1,2,1,1,NA,5,3
"10222",4,15,4,1,3,3,5,1,3,3,4,1
"10219",15,59,3,2,1,2,4,1,4,4,4,2
"10217",14,55,3,1,4,1,3,1,2,2,5,3
"10222",3,11,3,1,2,3,4,1,3,4,4,1
"10222",2,7,2,1,3,2,4,1,5,4,4,1
"10217",13,51,2,NA,4,2,2,2,1,NA,5,3
"10217",12,47,1,NA,5,2,2,1,1,NA,5,2
"10217",11,43,7,NA,5,2,3,1,1,NA,5,3
"10217",10,39,6,NA,3,3,3,1,1,NA,4,2
"10213",14,55,5,1,5,1,5,1,1,5,5,3
"10219",10,39,5,1,2,2,4,2,4,5,4,2
"10217",9,35,5,NA,4,1,2,2,1,NA,5,3
"10217",8,31,4,1,3,1,2,2,3,3,5,4
"10219",8,31,3,2,3,1,5,2,3,4,4,2
"10213",12,47,3,1,3,1,4,1,3,4,5,1
"10217",7,27,3,NA,3,2,2,1,1,NA,5,3
"10212",15,59,2,1,4,1,4,1,3,5,5,2
"10213",11,43,2,1,3,2,3,1,3,4,4,1
"10219",7,27,2,NA,3,1,5,3,2,NA,4,1
"10217",6,23,2,NA,4,2,2,2,1,NA,5,3
"10213",10,39,1,NA,5,3,4,2,1,NA,3,1
"10217",5,19,1,NA,4,3,2,3,1,NA,4,3
"10212",13,51,7,1,4,3,5,1,3,5,5,1
"10213",9,35,7,1,3,2,3,1,3,4,4,1
"10217",4,15,7,NA,4,3,3,2,1,NA,4,2
"10216",5,19,7,NA,5,2,3,1,1,NA,5,2
"10219",4,15,6,1,3,2,3,2,3,4,4,2
"10213",8,31,6,2,3,3,4,1,2,4,3,2
"10216",4,15,6,NA,5,1,4,1,1,NA,4,1
"10217",3,11,6,1,3,2,2,4,3,2,4,2
"10212",11,43,5,1,2,2,4,1,5,5,4,2
"10210",11,43,5,1,5,3,3,1,1,3,5,3
"10216",3,11,5,1,1,3,4,1,4,4,4,3
"10217",2,7,5,1,3,1,3,2,5,3,5,2
"10213",6,23,4,1,3,3,5,1,1,5,5,1
"10212",10,39,4,1,2,2,2,2,1,5,4,3
"10219",2,7,4,NA,3,5,5,1,3,NA,4,2
"10216",2,7,4,2,1,1,4,1,5,4,5,2
"10217",1,3,4,NA,5,1,2,3,1,NA,5,4
"10215",3,11,3,1,5,1,4,2,2,4,4,2
"10213",5,19,3,NA,5,5,5,1,1,NA,3,2
"10216",1,3,3,NA,5,4,5,1,1,NA,5,1
"10210",9,35,3,NA,5,1,5,1,1,NA,5,1
"10212",9,35,3,NA,5,1,5,1,1,NA,5,1
"10213",4,15,2,1,3,1,3,1,1,5,5,2
"10212",8,31,2,1,2,2,4,1,3,5,4,1
"10208",15,59,1,1,4,1,5,1,2,3,4,1
"10213",3,11,1,NA,3,1,5,1,3,NA,5,1
"10212",7,27,1,NA,5,2,2,1,1,NA,3,2
"10212",6,23,7,1,4,3,5,1,1,4,4,1
"10213",2,7,7,1,3,3,5,1,3,4,3,1
"10208",14,55,7,1,3,4,5,1,4,4,4,2
"10213",1,3,6,1,3,3,5,1,3,5,3,1
"10212",5,19,6,1,1,2,5,1,4,4,4,1
"10208",13,51,6,2,4,4,3,1,2,5,3,3
"10208",12,47,5,NA,2,3,5,1,5,NA,4,2
"10210",3,11,4,NA,5,5,5,3,1,NA,5,3
"10212",3,11,4,NA,5,2,4,1,1,NA,5,1
"10208",10,39,3,2,4,2,3,2,2,3,4,3
"10212",2,7,3,1,4,1,2,2,2,5,5,3
"10206",12,47,2,NA,5,1,2,2,1,NA,5,3
"10212",1,3,2,1,1,1,3,1,5,5,4,2
"10206",11,43,1,1,4,4,5,1,4,3,5,2
"10208",8,31,1,NA,5,1,4,1,1,NA,4,3
"10208",7,27,7,1,3,1,5,1,3,3,3,1
"10206",10,39,7,1,5,5,3,2,3,4,3,1
"10208",6,23,6,1,3,3,5,1,4,5,3,1
"10208",4,15,4,NA,5,3,5,1,1,NA,3,2
"10206",6,23,3,1,2,2,4,1,4,5,5,2
"10208",3,11,3,3,1,2,3,2,2,3,3,2
"10200",9,35,2,1,2,2,4,1,2,4,4,1
"10208",2,7,2,1,4,3,3,1,2,3,4,2
"10206",5,19,2,1,5,3,3,4,1,3,5,3
"10200",8,31,1,1,2,2,5,2,2,3,4,1
"10206",4,15,1,2,3,3,5,1,4,3,5,1
"10205",7,27,7,1,3,5,3,1,2,3,3,1
"10198",7,27,7,1,2,3,3,1,3,4,5,2
"10206",3,11,7,2,2,1,4,1,4,2,5,2
"10205",6,23,6,NA,5,2,4,1,2,NA,5,2
"10206",2,7,6,5,1,2,4,1,5,2,4,1
"10198",5,19,5,1,3,2,3,2,3,4,4,2
"10205",5,19,5,1,2,3,3,1,3,3,3,1
"10198",4,15,4,1,3,1,4,2,3,4,4,1
"10200",4,15,4,1,1,2,4,1,3,5,5,1
"10205",4,15,4,NA,4,1,3,1,1,NA,4,1
"10204",3,11,3,1,1,1,5,1,5,5,5,1
"10198",3,11,3,1,5,1,5,2,1,1,4,2
"10200",3,11,3,1,1,2,4,1,3,4,4,1
"10205",3,11,3,NA,5,1,3,1,3,NA,3,1
"10198",2,7,2,2,4,2,3,2,2,4,5,2
"10204",2,7,2,1,1,3,5,1,3,4,5,1
"10200",2,7,2,1,3,3,4,2,3,4,4,1
"10205",1,3,1,NA,5,1,3,1,1,NA,3,2
"10200",1,3,1,1,1,1,5,1,5,5,5,1
"10204",1,3,1,1,2,1,5,1,3,1,5,1
"10193",12,47,6,2,NA,NA,NA,NA,NA,2,NA,NA
"10193",11,43,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10193",10,39,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10193",9,35,3,NA,3,3,3,3,3,NA,3,3
"10193",8,31,2,NA,3,3,3,3,3,NA,3,3
"10194",7,27,7,NA,3,4,5,1,5,NA,5,1
"10193",6,23,7,NA,3,4,3,2,3,NA,2,3
"10193",5,19,6,2,3,2,3,2,3,2,2,2
"10193",4,15,5,NA,3,3,3,3,3,NA,3,3
"10194",5,19,5,1,3,2,4,1,3,3,4,2
"10193",3,11,4,2,3,3,3,3,3,4,3,3
"10196",3,11,4,1,1,1,5,1,5,4,5,1
"10193",2,7,3,2,3,3,3,3,3,4,3,3
"10196",2,7,3,NA,5,5,5,1,1,NA,4,1
"10194",3,11,3,NA,2,3,5,1,2,NA,3,1
"10195",1,3,2,1,3,2,2,3,2,5,5,5
"10193",1,3,2,2,3,3,3,3,3,2,2,3
"10194",2,7,2,1,2,3,5,1,3,4,4,1
"10196",1,3,2,1,1,1,5,1,4,4,4,1
"10188",13,51,4,3,3,3,2,1,3,3,4,4
"10187",11,43,2,NA,4,3,5,2,3,NA,4,2
"10188",10,39,1,1,2,1,3,1,3,5,5,2
"10181",14,55,1,1,3,2,3,2,3,3,3,4
"10181",13,51,7,1,2,1,3,1,4,4,3,1
"10188",8,31,6,1,1,1,4,2,4,4,4,2
"10181",12,47,6,2,2,2,3,1,3,3,3,1
"10190",1,3,5,NA,5,4,5,2,1,NA,5,3
"10188",7,27,5,NA,3,1,4,2,4,NA,2,2
"10181",11,43,5,1,3,3,3,3,3,3,3,3
"10181",10,39,4,2,2,3,5,2,3,3,3,2
"10184",14,55,4,1,3,2,3,1,4,5,5,3
"10188",6,23,4,NA,5,4,3,3,1,NA,3,3
"10188",5,19,3,2,3,3,3,3,2,3,3,3
"10181",9,35,3,1,4,1,1,4,2,2,3,4
"10184",13,51,3,1,3,3,3,1,2,5,4,3
"10187",5,19,3,1,2,3,4,1,4,4,4,2
"10184",12,47,2,1,3,1,5,1,5,5,5,1
"10187",4,15,2,1,4,2,3,1,3,3,4,2
"10188",4,15,2,3,4,3,2,3,2,3,5,2
"10181",8,31,2,2,3,2,3,2,3,3,3,4
"10174",14,55,2,1,4,3,2,2,2,3,3,5
"10186",4,15,1,4,1,3,2,1,4,3,3,2
"10171",7,27,1,3,3,1,1,3,1,3,5,3
"10172",15,59,1,NA,4,2,3,2,2,NA,4,2
"10184",11,43,1,1,5,3,5,1,1,3,5,2
"10188",3,11,1,1,5,2,3,2,1,3,3,3
"10181",7,27,1,3,4,1,1,4,1,1,2,4
"10187",3,11,1,1,3,4,5,1,4,3,3,1
"10178",13,51,7,NA,3,1,3,1,3,NA,3,1
"10187",2,7,7,1,4,2,4,1,3,5,5,3
"10172",14,55,7,2,4,2,3,3,3,3,4,3
"10186",3,11,7,2,3,2,2,5,2,3,2,4
"10188",2,7,7,NA,5,4,3,4,1,NA,3,3
"10181",6,23,7,3,4,2,2,2,2,3,3,3
"10184",10,39,7,1,5,2,4,1,1,3,4,2
"10174",11,43,6,1,5,3,3,3,1,2,3,4
"10188",1,3,6,1,3,5,3,3,2,4,5,2
"10187",1,3,6,2,3,3,5,1,4,4,4,1
"10186",2,7,6,1,3,2,3,1,4,4,3,3
"10181",5,19,6,2,2,3,3,2,4,4,4,2
"10184",9,35,6,1,2,5,2,2,4,5,5,3
"10175",15,59,5,4,2,5,4,4,4,3,3,3
"10184",8,31,5,4,3,3,2,2,2,2,2,3
"10172",12,47,5,3,3,4,5,1,2,3,3,1
"10171",4,15,5,3,2,1,3,1,5,3,5,1
"10186",1,3,5,2,3,2,3,1,2,3,3,3
"10174",10,39,5,1,3,4,3,2,3,3,4,3
"10181",4,15,5,2,4,1,1,3,3,3,2,3
"10181",3,11,4,1,4,2,2,2,2,3,3,3
"10171",3,11,4,NA,5,1,3,1,1,NA,5,1
"10172",11,43,4,2,3,5,5,1,3,3,3,1
"10177",11,43,4,1,2,4,3,2,4,4,3,3
"10174",9,35,4,1,2,4,4,2,3,4,3,2
"10175",14,55,4,NA,3,2,2,3,2,NA,4,3
"10184",7,27,4,NA,5,1,3,1,1,NA,5,3
"10171",2,7,3,2,3,1,3,1,5,3,5,3
"10178",9,35,3,1,3,1,2,1,2,3,3,1
"10172",10,39,3,3,2,4,5,1,3,5,3,2
"10184",6,23,3,1,2,3,4,1,3,NA,4,3
"10181",2,7,3,1,4,1,1,3,3,2,3,4
"10173",14,55,3,NA,5,4,4,1,1,NA,3,1
"10175",12,47,2,NA,2,2,4,2,2,NA,4,3
"10171",1,3,2,NA,3,1,2,3,1,NA,5,3
"10177",9,35,2,2,4,5,3,3,3,2,3,3
"10174",7,27,2,1,2,3,3,2,3,4,3,2
"10184",5,19,2,1,3,1,4,1,4,4,4,2
"10172",9,35,2,NA,4,2,2,1,1,NA,5,1
"10161",15,59,1,2,3,2,2,2,4,4,3,2
"10177",8,31,1,2,1,4,4,2,5,4,4,2
"10175",11,43,1,2,3,4,4,4,3,1,2,3
"10174",6,23,1,1,2,3,2,4,3,4,2,3
"10155",15,59,1,2,2,4,3,3,4,4,2,3
"10167",15,59,1,1,3,1,3,1,3,4,4,1
"10172",8,31,1,NA,4,5,5,1,1,NA,3,2
"10184",4,15,1,NA,5,5,5,1,1,NA,2,3
"10177",7,27,7,4,3,2,2,3,2,2,3,3
"10155",14,55,7,2,4,4,4,1,3,4,3,1
"10172",7,27,7,1,5,5,5,1,1,4,4,3
"10184",3,11,7,NA,5,2,4,1,1,NA,4,1
"10162",13,51,7,NA,4,5,3,4,1,NA,1,3
"10175",10,39,7,NA,5,3,4,2,1,NA,4,3
"10173",10,39,6,1,1,3,5,1,4,3,4,1
"10175",9,35,6,NA,4,2,4,4,1,NA,4,4
"10155",13,51,6,1,3,2,4,1,4,4,4,1
"10184",2,7,6,1,1,1,5,1,5,4,4,1
"10172",6,23,6,1,3,5,4,1,3,4,3,2
"10155",12,47,5,3,3,3,4,3,4,4,3,2
"10175",8,31,5,2,2,1,2,1,4,2,3,2
"10174",3,11,5,1,2,2,3,1,4,4,2,1
"10177",5,19,5,3,3,4,3,2,3,4,4,2
"10172",5,19,5,3,5,4,3,1,1,2,2,1
"10184",1,3,5,NA,5,5,5,4,1,NA,3,4
"10177",4,15,4,2,2,2,3,1,5,4,3,3
"10175",7,27,4,1,4,5,4,3,3,2,3,1
"10155",11,43,4,1,4,3,3,2,3,3,3,3
"10174",2,7,4,NA,5,3,4,1,3,NA,3,1
"10173",8,31,4,2,3,3,4,1,3,4,4,1
"10178",2,7,3,1,1,1,4,1,4,3,4,1
"10177",3,11,3,1,4,3,2,2,5,4,4,4
"10173",7,27,3,1,1,3,3,1,5,3,4,2
"10164",13,51,3,3,3,3,2,2,2,3,2,3
"10174",1,3,3,1,1,1,3,1,5,4,4,2
"10155",10,39,3,NA,5,3,3,1,2,NA,3,3
"10161",9,35,2,NA,5,3,2,1,1,NA,4,4
"10155",9,35,2,3,1,4,5,1,5,4,3,2
"10172",2,7,2,2,4,5,5,1,2,3,3,1
"10177",2,7,2,3,3,4,1,5,1,NA,1,5
"10173",6,23,2,NA,4,3,5,1,1,NA,5,1
"10164",11,43,1,1,2,4,4,1,5,5,3,3
"10176",3,11,1,2,4,2,3,2,5,3,3,3
"10155",8,31,1,1,2,3,4,1,5,4,3,1
"10153",14,55,1,1,5,1,4,2,1,3,5,3
"10173",5,19,1,2,2,3,3,1,4,3,4,2
"10175",4,15,1,NA,5,3,3,3,1,NA,4,2
"10173",4,15,7,2,2,2,3,1,4,4,5,2
"10164",10,39,7,2,3,2,4,1,3,4,4,2
"10175",3,11,7,2,2,4,2,2,5,3,3,5
"10176",2,7,7,1,3,3,5,3,4,5,3,1
"10155",7,27,7,3,2,4,3,2,4,4,4,2
"10153",13,51,7,NA,5,3,2,4,1,NA,3,5
"10155",6,23,6,2,4,4,3,3,3,3,4,4
"10164",9,35,6,1,2,3,5,1,2,5,2,1
"10162",5,19,6,3,4,2,2,4,2,2,5,2
"10173",3,11,6,1,2,3,5,1,4,5,5,1
"10176",1,3,6,NA,3,4,5,1,4,2,3,1
"10153",12,47,6,NA,5,3,2,5,1,NA,3,3
"10161",6,23,6,NA,5,3,3,1,1,NA,2,3
"10175",2,7,6,NA,4,5,2,4,1,NA,1,4
"10153",11,43,5,NA,5,5,4,3,1,NA,3,3
"10173",2,7,5,1,3,3,4,1,3,4,4,1
"10161",5,19,5,2,5,3,3,1,1,3,3,1
"10155",5,19,5,2,1,3,5,1,5,3,4,1
"10161",4,15,4,NA,5,2,3,2,1,NA,5,2
"10160",13,51,4,2,3,3,4,2,3,4,3,3
"10155",4,15,4,1,5,3,4,1,3,4,4,2
"10153",10,39,4,2,5,3,4,3,2,4,4,1
"10158",13,51,4,1,2,4,5,1,3,3,3,1
"10173",1,3,4,NA,5,3,4,1,1,NA,5,2
"10153",9,35,3,2,2,3,4,2,3,3,4,1
"10161",3,11,3,NA,5,2,2,4,1,NA,3,4
"10164",6,23,3,1,2,4,3,3,2,3,3,3
"10155",3,11,3,1,5,3,3,1,1,4,3,2
"10167",3,11,2,1,2,2,2,1,4,4,1,1
"10157",13,51,2,NA,4,1,2,1,2,NA,5,3
